a,b,c,co
457,518,511,6
19,373,442,6
440,26,8,6
440,8,26,6
510,4,520,6
510,520,4,6
435,454,136,6
520,4,510,6
26,440,8,6
435,136,454,6
518,60,18,6
136,454,435,6
82,435,63,6
432,220,443,6
434,220,539,6
392,411,297,6
454,78,521,6
479,449,65,6
294,533,532,6
78,521,454,6
479,65,449,6
511,521,29,6
494,395,519,6
459,146,485,6
45,97,342,6
45,342,97,6
97,45,342,6
97,342,45,6
274,252,374,6
342,45,97,6
342,97,45,6
28,494,111,6
395,519,494,6
294,532,533,6
494,519,395,6
18,375,455,6
519,28,111,6
494,259,28,6
146,459,485,6
494,97,228,6
494,228,97,6
115,494,116,6
65,521,511,6
519,395,494,6
115,116,494,6
521,29,511,6
443,432,220,6
78,454,521,6
65,511,521,6
146,485,459,6
19,65,535,6
490,286,511,6
490,511,286,6
533,435,532,6
459,485,146,6
395,494,519,6
435,63,82,6
60,18,507,6
533,294,532,6
455,18,375,6
443,220,432,6
533,532,294,6
539,220,434,6
375,455,18,6
63,380,511,6
449,479,65,6
392,297,411,6
434,539,220,6
375,18,455,6
18,455,375,6
60,18,518,6
519,111,28,6
539,434,220,6
532,533,294,6
380,511,63,6
511,29,521,6
532,294,533,6
511,380,63,6
274,374,252,6
511,63,380,6
442,19,373,6
18,60,507,6
455,375,18,6
435,82,63,6
380,63,511,6
18,60,518,6
18,507,60,6
18,518,60,6
63,511,380,6
19,535,65,6
4,511,92,6
432,220,528,6
431,275,528,6
17,63,454,6
521,63,454,6
249,486,374,6
30,520,511,6
443,528,220,6
493,295,263,6
454,521,63,6
26,8,19,6
454,63,521,6
295,308,81,6
528,220,443,6
374,249,486,6
92,4,511,6
493,263,295,6
116,494,21,6
17,454,63,6
532,443,533,6
532,533,443,6
103,295,81,6
443,220,528,6
26,19,8,6
521,454,63,6
454,63,17,6
454,17,63,6
63,454,17,6
63,17,454,6
431,528,532,6
308,81,295,6
220,51,434,6
220,434,51,6
533,532,443,6
533,443,532,6
111,494,228,6
528,443,220,6
63,521,454,6
63,454,521,6
374,274,252,6
263,493,295,6
230,75,231,6
101,379,511,6
101,511,379,6
75,231,230,6
295,81,103,6
253,251,486,6
295,263,493,6
253,486,251,6
263,295,493,6
75,230,231,6
486,251,253,6
494,111,228,6
494,228,111,6
19,8,26,6
431,528,275,6
63,535,435,6
230,231,75,6
295,81,308,6
231,75,230,6
374,486,249,6
81,295,103,6
63,435,535,6
443,533,532,6
486,249,374,6
446,511,518,6
435,532,533,6
443,532,533,6
295,493,263,6
486,374,249,6
19,26,8,6
507,455,446,6
231,230,75,6
511,30,520,6
249,374,486,6
374,42,19,6
455,446,507,6
28,494,535,6
535,435,63,6
520,446,510,6
521,511,65,6
535,63,435,6
510,455,18,6
455,507,446,6
446,507,455,6
374,19,42,6
228,111,494,6
435,535,63,6
28,535,494,6
528,431,275,6
528,532,431,6
55,103,208,6
42,374,19,6
28,111,519,6
532,528,431,6
521,65,511,6
208,103,55,6
208,55,103,6
103,208,55,6
103,55,208,6
55,208,103,6
510,520,446,6
532,431,528,6
511,65,521,6
220,528,275,6
220,275,528,6
510,446,520,6
92,511,4,6
446,455,507,6
507,446,455,6
51,434,220,6
528,431,532,6
440,8,137,6
137,440,8,6
137,8,440,6
251,486,253,6
8,440,137,6
8,137,440,6
494,28,541,6
528,275,431,6
494,541,28,6
431,532,528,6
511,520,30,6
541,28,494,6
541,494,28,6
51,220,434,6
228,494,111,6
440,137,8,6
435,63,535,6
111,228,494,6
42,19,374,6
103,81,295,6
308,295,81,6
220,443,528,6
19,374,42,6
19,42,374,6
520,510,446,6
28,541,494,6
520,30,511,6
511,4,92,6
220,528,443,6
18,455,510,6
28,494,541,6
511,92,4,6
28,519,111,6
295,103,81,6
56,103,451,6
63,82,435,6
453,521,65,6
541,494,111,6
451,56,103,6
435,78,454,6
453,65,521,6
528,275,220,6
510,18,455,6
511,518,457,6
63,435,82,6
520,511,30,6
494,111,28,6
81,308,295,6
494,28,111,6
455,510,18,6
460,453,128,6
535,28,494,6
535,494,28,6
518,457,511,6
518,511,457,6
14,510,18,6
460,65,521,6
14,18,510,6
505,19,374,6
505,374,19,6
446,510,520,6
263,506,493,6
263,493,506,6
275,528,220,6
453,460,128,6
460,128,453,6
528,220,275,6
511,379,101,6
455,18,510,6
92,458,470,6
374,19,505,6
541,111,494,6
529,19,373,6
529,373,19,6
251,253,486,6
511,207,29,6
505,374,373,6
18,510,455,6
505,373,374,6
373,19,529,6
374,505,373,6
374,373,505,6
373,505,374,6
373,374,505,6
4,92,511,6
470,458,92,6
373,529,19,6
533,65,528,6
511,490,207,6
451,103,56,6
92,470,458,6
493,263,506,6
493,506,263,6
511,207,490,6
506,263,493,6
458,92,470,6
458,470,92,6
19,529,373,6
65,521,460,6
470,92,458,6
19,373,529,6
533,528,443,6
533,528,65,6
533,443,528,6
56,451,103,6
374,505,19,6
19,505,374,6
27,136,454,6
454,27,136,6
136,454,27,6
136,27,454,6
434,51,220,6
27,454,136,6
434,220,51,6
511,518,446,6
103,56,451,6
521,460,65,6
446,520,510,6
518,446,511,6
379,101,511,6
521,453,65,6
510,18,14,6
454,136,27,6
511,446,518,6
510,14,18,6
8,26,19,6
21,494,116,6
275,528,431,6
446,518,511,6
454,435,78,6
494,28,535,6
486,253,251,6
8,19,26,6
19,493,260,6
493,260,19,6
493,19,260,6
260,493,19,6
260,19,493,6
454,78,435,6
30,511,520,6
19,374,505,6
521,65,460,6
275,220,528,6
116,21,494,6
525,526,457,6
525,457,526,6
103,63,56,6
103,56,63,6
63,103,56,6
63,56,103,6
56,103,63,6
457,526,525,6
56,63,103,6
457,525,526,6
374,252,274,6
128,460,453,6
518,511,446,6
453,128,460,6
81,103,295,6
521,65,453,6
511,521,65,6
511,101,379,6
494,535,28,6
460,521,65,6
103,451,56,6
435,454,78,6
379,511,101,6
19,260,493,6
18,510,14,6
275,431,528,6
526,525,457,6
128,453,460,6
526,457,525,6
18,14,510,6
77,123,535,5
77,535,123,5
60,518,361,5
258,123,21,5
60,361,518,5
518,361,18,5
244,246,486,5
531,486,244,5
511,65,453,5
531,486,374,5
531,374,486,5
229,123,21,5
518,60,361,5
486,531,374,5
21,258,123,5
511,65,460,5
21,229,123,5
361,518,18,5
518,361,60,5
63,82,91,5
229,21,123,5
486,374,531,5
21,123,258,5
63,91,82,5
511,453,65,5
21,123,229,5
374,486,531,5
466,451,16,5
511,460,65,5
374,531,486,5
244,486,246,5
258,21,123,5
24,197,247,5
535,123,77,5
24,247,197,5
123,21,229,5
197,24,247,5
123,21,258,5
197,247,24,5
56,102,103,5
56,103,102,5
102,56,103,5
247,24,197,5
102,103,56,5
103,56,102,5
103,102,56,5
247,197,24,5
123,229,21,5
123,77,535,5
123,535,77,5
535,77,123,5
460,511,65,5
518,18,361,5
361,518,60,5
123,258,21,5
460,65,511,5
56,103,339,5
467,459,146,5
456,373,518,5
308,466,16,5
373,518,456,5
443,275,65,5
63,121,54,5
443,220,65,5
355,507,518,5
519,111,65,5
443,65,275,5
63,121,539,5
443,65,220,5
519,65,111,5
511,477,455,5
63,539,121,5
44,32,0,5
511,455,477,5
111,519,65,5
361,60,518,5
456,518,373,5
208,81,63,5
111,65,519,5
208,63,81,5
466,16,308,5
494,111,65,5
65,519,111,5
518,373,456,5
65,111,519,5
12,228,494,5
373,456,518,5
355,518,507,5
63,54,121,5
543,434,220,5
494,63,110,5
494,228,12,5
247,24,486,5
65,511,453,5
494,12,228,5
65,460,511,5
65,453,511,5
24,486,247,5
228,494,12,5
110,494,63,5
110,63,494,5
228,12,494,5
308,16,466,5
63,494,110,5
63,110,494,5
518,507,355,5
12,494,228,5
518,355,507,5
24,247,486,5
18,518,361,5
18,361,518,5
507,518,355,5
54,121,63,5
507,355,518,5
494,65,111,5
518,456,373,5
466,308,16,5
111,65,494,5
65,494,111,5
121,539,63,5
25,451,466,5
455,518,446,5
25,466,451,5
60,510,520,5
60,520,510,5
510,60,520,5
510,520,60,5
520,60,510,5
520,510,60,5
451,25,466,5
65,111,494,5
451,466,25,5
539,121,63,5
466,25,451,5
518,446,455,5
466,451,25,5
518,455,446,5
63,208,81,5
539,63,121,5
63,81,208,5
103,339,56,5
103,56,339,5
56,339,103,5
81,63,208,5
455,446,518,5
380,447,464,5
446,518,455,5
380,464,447,5
447,380,464,5
447,464,380,5
464,380,447,5
464,447,380,5
275,443,65,5
121,54,63,5
275,65,443,5
220,443,65,5
220,65,443,5
65,443,275,5
65,443,220,5
65,275,443,5
477,511,455,5
477,455,511,5
65,220,443,5
455,511,477,5
339,103,56,5
455,477,511,5
339,56,103,5
121,63,54,5
81,208,63,5
121,63,539,5
446,455,518,5
111,494,65,5
494,110,63,5
543,220,434,5
247,486,24,5
123,493,21,5
123,21,493,5
65,494,228,5
244,531,486,5
540,493,505,5
244,486,531,5
65,228,494,5
505,540,493,5
505,493,540,5
493,540,505,5
493,505,540,5
20,111,519,5
20,519,111,5
407,56,81,5
454,78,17,5
407,81,56,5
111,20,519,5
111,519,20,5
519,20,111,5
519,111,20,5
454,17,78,5
453,511,65,5
453,65,511,5
467,146,459,5
91,63,82,5
246,244,486,5
540,505,493,5
81,407,56,5
65,511,460,5
228,65,494,5
44,0,32,5
32,44,0,5
531,244,486,5
32,0,44,5
0,44,32,5
0,32,44,5
486,531,244,5
486,244,531,5
361,18,518,5
493,229,116,5
493,116,229,5
229,493,116,5
493,123,21,5
493,21,123,5
229,116,493,5
82,63,91,5
116,493,229,5
116,229,493,5
494,228,65,5
56,81,407,5
82,91,63,5
494,65,228,5
56,407,81,5
81,56,407,5
228,494,65,5
459,467,146,5
78,454,17,5
16,466,308,5
535,436,531,5
486,247,24,5
26,8,373,5
531,436,535,5
17,454,78,5
8,373,26,5
17,78,454,5
486,246,244,5
436,535,531,5
436,531,535,5
8,26,373,5
494,63,266,5
434,220,66,5
54,63,121,5
220,434,543,5
220,543,434,5
434,220,543,5
434,66,220,5
434,543,220,5
220,434,66,5
220,66,434,5
494,266,63,5
486,24,247,5
66,434,220,5
66,220,434,5
16,308,466,5
531,535,436,5
78,454,461,5
63,266,494,5
78,461,454,5
459,146,467,5
246,486,244,5
63,494,266,5
266,63,494,5
19,249,486,5
19,486,249,5
21,493,123,5
249,19,486,5
78,17,454,5
249,486,19,5
266,494,63,5
486,19,249,5
486,249,19,5
373,26,8,5
91,82,63,5
21,123,493,5
146,467,459,5
373,8,26,5
461,454,78,5
146,459,467,5
461,78,454,5
26,373,8,5
454,461,78,5
535,531,436,5
454,78,461,5
486,244,246,5
75,154,230,5
466,16,451,5
541,111,540,5
540,541,111,5
540,494,541,5
540,494,111,5
540,111,541,5
540,111,494,5
494,541,540,5
494,540,541,5
494,540,111,5
494,111,540,5
111,541,540,5
111,540,541,5
111,540,494,5
111,494,540,5
511,6,521,5
511,521,6,5
521,6,511,5
521,511,6,5
392,370,339,5
392,339,370,5
370,392,339,5
370,339,392,5
540,541,494,5
541,494,540,5
339,392,370,5
541,540,111,5
532,220,432,5
63,494,504,5
63,504,494,5
532,432,220,5
494,63,504,5
69,140,63,5
494,504,63,5
504,63,494,5
504,494,63,5
69,63,140,5
63,140,69,5
63,69,140,5
511,453,149,5
511,149,453,5
453,511,149,5
453,149,511,5
149,511,453,5
149,453,511,5
6,511,521,5
6,521,511,5
541,540,494,5
521,454,295,5
339,370,392,5
19,373,65,5
511,6,63,5
11,494,97,5
97,11,494,5
97,494,11,5
63,511,6,5
494,11,97,5
494,97,11,5
19,343,535,5
19,535,343,5
343,19,535,5
343,535,19,5
63,6,511,5
535,19,343,5
535,343,19,5
6,511,63,5
6,63,511,5
511,295,18,5
511,18,295,5
81,103,539,5
81,539,103,5
103,81,539,5
295,511,18,5
11,97,494,5
511,63,6,5
506,493,260,5
184,510,520,5
506,260,493,5
493,506,260,5
493,260,506,5
521,295,454,5
260,506,493,5
260,493,506,5
454,521,295,5
454,295,521,5
295,521,454,5
295,454,521,5
66,435,543,5
66,543,435,5
435,66,543,5
435,543,66,5
543,66,435,5
543,435,66,5
520,510,184,5
520,184,510,5
510,520,184,5
510,184,520,5
184,520,510,5
451,466,16,5
140,69,63,5
432,532,220,5
446,394,511,5
511,394,446,5
511,446,394,5
447,451,511,5
447,511,451,5
451,447,511,5
451,511,447,5
511,447,451,5
511,451,447,5
21,494,535,5
21,535,494,5
244,247,486,5
244,486,247,5
247,244,486,5
247,486,244,5
494,21,535,5
486,244,247,5
494,535,21,5
486,247,244,5
535,21,494,5
535,494,21,5
263,507,518,5
446,511,394,5
394,511,446,5
447,464,511,5
394,446,511,5
456,518,511,5
511,456,518,5
511,518,456,5
518,456,511,5
65,19,373,5
518,511,456,5
447,457,511,5
447,511,457,5
65,373,19,5
373,19,65,5
373,65,19,5
457,447,511,5
457,511,447,5
511,447,457,5
511,457,447,5
455,18,1,5
455,1,18,5
18,455,1,5
18,1,455,5
1,455,18,5
1,18,455,5
263,518,507,5
507,263,518,5
507,518,263,5
518,263,507,5
13,101,379,5
229,424,260,5
511,521,464,5
229,260,424,5
511,464,521,5
511,464,447,5
42,374,505,5
220,432,532,5
42,505,374,5
374,42,505,5
220,532,432,5
374,505,42,5
505,42,374,5
505,374,42,5
511,447,464,5
464,521,511,5
464,511,521,5
464,511,447,5
464,447,511,5
447,511,464,5
432,220,532,5
13,379,101,5
101,13,379,5
101,379,13,5
249,248,274,5
518,507,263,5
529,486,19,5
529,19,486,5
486,529,19,5
486,19,529,5
19,529,486,5
19,486,529,5
248,249,274,5
248,274,249,5
249,274,248,5
379,13,101,5
274,248,249,5
274,249,248,5
521,511,464,5
424,260,229,5
521,464,511,5
424,229,260,5
260,424,229,5
260,229,424,5
379,101,13,5
103,539,81,5
539,81,103,5
539,103,81,5
510,493,457,5
493,510,457,5
493,457,510,5
457,510,493,5
220,275,432,5
220,432,275,5
457,493,510,5
275,220,432,5
260,457,493,5
260,493,457,5
275,432,220,5
457,260,493,5
283,225,65,5
283,65,225,5
457,493,260,5
493,260,457,5
225,283,65,5
225,65,283,5
493,457,260,5
432,220,275,5
65,283,225,5
65,225,283,5
510,457,493,5
81,103,510,5
374,525,526,5
521,470,458,5
483,57,315,5
315,483,57,5
315,57,483,5
57,483,315,5
57,315,483,5
518,510,477,5
518,477,510,5
510,518,477,5
458,470,521,5
458,521,470,5
510,477,518,5
477,518,510,5
477,510,518,5
470,458,521,5
470,521,458,5
521,458,470,5
510,103,81,5
510,81,103,5
103,510,81,5
103,81,510,5
81,510,103,5
432,275,220,5
30,286,511,5
30,511,286,5
286,30,511,5
435,294,533,5
533,435,443,5
294,533,435,5
533,443,435,5
294,435,533,5
480,19,529,5
480,529,19,5
529,19,480,5
529,480,19,5
65,275,528,5
65,528,275,5
275,65,528,5
275,528,65,5
528,65,275,5
528,275,65,5
543,435,122,5
543,122,435,5
435,543,122,5
435,122,543,5
122,543,435,5
122,435,543,5
435,533,294,5
19,529,480,5
19,480,529,5
21,494,373,5
286,511,30,5
494,373,21,5
494,21,373,5
511,30,286,5
373,494,21,5
511,286,30,5
373,21,494,5
533,435,294,5
435,443,533,5
21,373,494,5
443,533,435,5
533,294,435,5
518,510,373,5
435,533,443,5
518,373,510,5
510,518,373,5
510,373,518,5
373,518,510,5
373,510,518,5
443,435,533,5
483,315,57,5
374,526,525,5
295,18,511,5
518,295,507,5
507,295,518,5
447,446,511,5
447,511,446,5
511,446,447,5
295,518,507,5
295,507,518,5
511,447,446,5
65,510,520,5
63,528,533,5
63,533,528,5
528,63,533,5
528,533,63,5
65,520,510,5
533,63,528,5
533,528,63,5
510,65,520,5
394,446,455,5
394,455,446,5
540,263,65,5
540,65,263,5
263,540,65,5
507,518,295,5
518,507,295,5
525,374,526,5
507,457,373,5
394,453,460,5
18,511,295,5
394,460,453,5
541,540,259,5
18,295,511,5
453,394,460,5
541,259,540,5
453,460,394,5
540,541,259,5
460,394,453,5
540,259,541,5
460,453,394,5
446,447,511,5
446,511,447,5
259,541,540,5
259,540,541,5
373,457,507,5
373,507,457,5
457,373,507,5
457,507,373,5
507,373,457,5
263,65,540,5
65,540,263,5
65,263,540,5
446,394,455,5
14,456,510,5
225,292,283,5
530,466,16,5
283,225,292,5
530,16,466,5
283,292,225,5
466,530,16,5
292,225,283,5
292,283,225,5
29,286,380,5
466,16,530,5
29,380,286,5
16,530,466,5
16,466,530,5
286,29,380,5
286,380,29,5
380,29,286,5
380,286,29,5
526,525,374,5
526,374,525,5
525,526,374,5
225,283,292,5
14,510,456,5
456,14,510,5
520,510,65,5
510,520,65,5
446,455,394,5
455,394,446,5
455,446,394,5
520,65,510,5
230,260,493,5
230,493,260,5
260,230,493,5
260,493,230,5
493,230,260,5
456,510,14,5
518,493,260,5
518,260,493,5
493,518,260,5
493,260,518,5
260,518,493,5
260,493,518,5
493,260,230,5
510,456,14,5
510,14,456,5
456,511,518,5
140,63,69,5
433,434,51,5
253,274,255,5
230,154,75,5
60,456,361,5
469,35,485,5
60,361,456,5
26,75,230,5
230,75,154,5
154,230,75,5
26,230,75,5
469,459,35,5
154,75,230,5
494,63,11,5
75,26,230,5
75,230,26,5
35,469,485,5
486,246,77,5
230,26,75,5
275,431,295,5
494,47,123,5
434,433,51,5
20,63,197,5
260,518,457,5
240,228,519,5
457,507,260,5
494,11,63,5
30,380,286,5
457,260,518,5
507,26,518,5
457,260,507,5
486,77,246,5
494,123,47,5
459,35,469,5
240,519,228,5
456,60,361,5
35,485,469,5
361,456,60,5
361,60,456,5
253,255,274,5
123,494,47,5
230,75,26,5
35,469,467,5
380,30,286,5
507,518,26,5
519,240,228,5
380,286,30,5
260,457,507,5
220,295,275,5
63,197,20,5
518,26,507,5
35,459,469,5
260,457,518,5
47,494,123,5
47,123,494,5
485,469,35,5
286,380,30,5
286,30,380,5
275,220,295,5
518,507,26,5
35,467,469,5
485,35,469,5
275,295,431,5
51,433,434,5
220,275,295,5
469,459,467,5
20,197,63,5
434,51,433,5
75,230,154,5
433,51,434,5
51,434,433,5
123,47,494,5
519,228,240,5
275,295,220,5
469,467,35,5
469,467,459,5
35,469,459,5
469,485,35,5
260,507,457,5
63,20,197,5
63,494,11,5
18,92,511,5
525,527,457,5
16,466,451,5
246,19,374,5
295,220,275,5
26,518,507,5
19,374,246,5
527,457,525,5
228,240,519,5
19,246,374,5
11,63,494,5
457,518,260,5
525,457,527,5
11,494,63,5
26,507,518,5
457,527,525,5
63,11,494,5
228,519,240,5
16,451,466,5
467,459,469,5
179,123,21,5
246,374,19,5
295,431,275,5
295,275,431,5
469,35,459,5
77,486,246,5
431,275,295,5
374,246,19,5
467,469,459,5
518,457,260,5
374,19,246,5
518,260,457,5
451,16,466,5
19,65,373,5
295,275,220,5
467,469,35,5
527,525,457,5
467,35,469,5
30,286,380,5
507,260,457,5
431,295,275,5
246,486,77,5
459,469,467,5
456,361,60,5
274,255,253,5
507,457,260,5
21,179,123,5
274,253,255,5
255,274,253,5
197,20,63,5
21,123,179,5
511,18,92,5
511,92,18,5
18,511,92,5
459,467,469,5
77,246,486,5
197,63,20,5
469,35,467,5
255,253,274,5
459,469,35,5
123,21,179,5
123,179,21,5
457,525,527,5
246,77,486,5
179,21,123,5
92,18,511,5
92,511,18,5
511,92,63,4
81,339,103,4
511,295,63,4
541,20,228,4
82,126,435,4
259,295,541,4
259,541,295,4
228,541,20,4
126,82,63,4
126,63,82,4
126,82,435,4
82,435,126,4
82,126,63,4
103,339,81,4
541,228,20,4
82,63,126,4
103,81,339,4
435,126,82,4
435,82,126,4
63,126,82,4
126,435,82,4
63,82,126,4
65,486,374,4
81,63,435,4
65,374,486,4
81,103,339,4
430,294,445,4
14,18,507,4
392,411,530,4
470,99,100,4
63,511,92,4
308,208,103,4
470,100,99,4
63,511,295,4
480,535,529,4
63,521,92,4
63,65,295,4
97,494,28,4
392,530,411,4
63,295,511,4
494,28,97,4
494,97,28,4
511,464,65,4
411,392,530,4
511,65,464,4
411,530,392,4
464,511,65,4
530,392,411,4
464,65,511,4
480,529,535,4
100,470,99,4
14,507,18,4
99,470,100,4
445,294,532,4
294,532,445,4
295,63,435,4
294,445,532,4
295,435,63,4
505,373,26,4
295,65,63,4
99,100,470,4
295,63,65,4
435,63,295,4
435,295,63,4
65,295,63,4
28,97,494,4
65,63,295,4
63,92,511,4
63,92,521,4
100,99,470,4
28,494,97,4
63,295,65,4
97,28,494,4
530,411,392,4
308,103,208,4
65,511,464,4
240,519,63,4
392,535,411,4
63,519,240,4
392,411,535,4
103,308,208,4
103,208,308,4
240,63,519,4
63,81,435,4
541,295,259,4
541,259,295,4
519,63,240,4
65,464,511,4
295,541,259,4
63,435,81,4
295,259,541,4
339,81,103,4
519,240,63,4
507,18,14,4
507,14,18,4
18,507,14,4
18,14,507,4
8,69,440,4
18,455,355,4
63,240,519,4
411,392,535,4
92,63,511,4
92,63,521,4
92,511,63,4
92,521,63,4
295,63,511,4
295,511,63,4
529,480,535,4
208,308,103,4
339,103,81,4
529,535,480,4
535,480,529,4
511,63,92,4
535,411,392,4
511,63,295,4
535,529,480,4
8,440,69,4
208,103,308,4
535,392,411,4
411,535,392,4
18,355,455,4
111,391,519,4
374,65,486,4
294,528,533,4
63,543,435,4
535,436,19,4
512,451,455,4
295,55,56,4
63,435,543,4
29,30,511,4
56,295,55,4
435,443,275,4
29,511,30,4
535,123,19,4
12,206,20,4
435,533,220,4
56,55,295,4
12,20,206,4
55,295,56,4
55,56,295,4
30,29,511,4
30,511,29,4
443,275,435,4
295,56,55,4
435,275,443,4
20,12,206,4
511,207,380,4
206,12,20,4
380,490,207,4
380,511,207,4
490,207,380,4
470,4,92,4
20,206,12,4
470,92,4,4
490,380,207,4
510,4,92,4
455,512,451,4
510,92,4,4
543,435,63,4
455,451,512,4
511,380,207,4
543,63,435,4
435,543,63,4
435,63,543,4
435,220,533,4
512,455,451,4
411,295,63,4
443,435,275,4
374,486,529,4
531,30,520,4
65,528,431,4
431,65,528,4
431,528,65,4
528,65,431,4
528,431,65,4
11,140,494,4
531,520,30,4
436,19,535,4
436,535,19,4
374,529,486,4
11,494,140,4
486,374,529,4
486,529,374,4
529,374,486,4
116,123,229,4
140,11,494,4
123,535,19,4
65,431,528,4
3,8,264,4
30,520,531,4
63,411,295,4
533,220,435,4
411,63,295,4
30,531,520,4
511,29,30,4
535,19,436,4
535,19,123,4
295,411,63,4
295,63,411,4
533,435,220,4
3,264,8,4
63,295,411,4
511,30,29,4
264,8,3,4
264,3,8,4
520,30,531,4
8,264,3,4
520,531,30,4
8,3,264,4
92,510,4,4
275,443,435,4
374,486,65,4
294,533,528,4
266,380,97,4
455,18,355,4
63,447,511,4
266,97,380,4
63,511,447,4
447,63,511,4
447,511,63,4
511,63,447,4
455,355,18,4
511,447,63,4
97,380,266,4
97,266,380,4
533,63,220,4
111,519,391,4
391,111,519,4
391,519,111,4
519,111,391,4
519,391,111,4
521,63,92,4
461,454,27,4
461,27,454,4
454,461,27,4
86,81,308,4
228,20,541,4
486,65,374,4
486,374,65,4
20,541,228,4
81,435,63,4
20,228,541,4
81,86,308,4
81,308,86,4
355,18,455,4
380,97,266,4
86,308,81,4
355,455,18,4
27,454,461,4
27,461,454,4
308,81,86,4
308,86,81,4
454,27,461,4
380,266,97,4
521,92,63,4
435,63,81,4
435,81,63,4
92,4,510,4
111,494,373,4
4,470,92,4
111,373,494,4
380,29,207,4
533,528,294,4
4,510,92,4
92,4,470,4
533,294,528,4
380,207,29,4
4,92,510,4
92,470,4,4
220,435,533,4
220,533,435,4
380,207,490,4
528,533,294,4
380,207,511,4
275,435,443,4
528,294,533,4
373,111,494,4
4,92,470,4
29,207,380,4
320,494,63,4
63,320,494,4
63,494,320,4
29,380,207,4
207,29,380,4
320,63,494,4
207,380,29,4
206,20,12,4
207,380,490,4
207,380,511,4
207,511,380,4
207,490,380,4
494,373,111,4
451,455,512,4
494,63,320,4
494,320,63,4
494,111,373,4
451,512,455,4
373,494,111,4
533,220,63,4
14,510,184,4
445,532,294,4
246,249,486,4
249,246,486,4
249,486,246,4
486,246,249,4
507,456,373,4
486,249,246,4
507,373,456,4
8,3,440,4
505,494,228,4
260,456,510,4
21,97,266,4
21,266,97,4
456,507,373,4
260,510,456,4
521,373,511,4
511,521,373,4
456,373,507,4
97,21,266,4
456,260,510,4
511,373,521,4
246,486,249,4
543,435,220,4
373,456,507,4
521,511,373,4
535,12,197,4
56,520,102,4
435,220,543,4
12,28,494,4
535,197,12,4
55,81,56,4
435,543,220,4
12,494,28,4
28,12,494,4
55,56,81,4
28,494,12,4
494,12,28,4
494,28,12,4
543,220,435,4
56,102,520,4
535,529,232,4
535,232,529,4
529,535,232,4
529,232,535,4
373,507,456,4
3,440,8,4
447,460,521,4
460,447,521,4
55,435,63,4
510,456,260,4
493,501,263,4
453,521,447,4
453,447,521,4
434,220,53,4
434,53,220,4
493,263,501,4
447,521,460,4
447,521,453,4
232,529,535,4
263,501,493,4
100,99,63,4
220,434,53,4
63,55,435,4
63,435,55,4
541,259,28,4
541,28,259,4
263,493,501,4
3,8,440,4
460,521,447,4
460,453,373,4
521,447,453,4
460,373,453,4
453,460,373,4
97,266,21,4
453,373,460,4
373,521,511,4
373,511,521,4
521,460,447,4
456,510,260,4
521,453,447,4
521,447,460,4
373,460,453,4
373,453,460,4
440,3,8,4
501,493,263,4
